ProdID,UPC,Category,Brand,Model,Model Description,Size,Color,MSRP,MAP,Each Cost,Manufacturer Prod,COO,Discontinued,UOM,Weight,Length,Width,Height,ORMD,Product Description,Replacement,Substitute,Recently Updated,
FM0080,708752139930,Mountain Frame,Surly,K3821,Lowside Frameset -  Rainbow in the ,,Rainbow in the ,600.00,600.00,410.00,,TW,No,EA,12.00,44.00,20.00,8.00,No,Surly Lowside Frameset: X-Small Rainbow in the Dark,,,2018-04-28,
FM0081,708752139923,Mountain Frame,Surly,K3821,Lowside Frameset -  Rainbow in the ,,Black,600.00,600.00,410.00,,TW,No,EA,12.00,44.00,20.00,8.00,No,Surly Lowside Frameset: Small Rainbow in the Dark,,,2018-04-28,
FM0081,708752139923,Mountain Frame,Surly,K3821,Lowside Frameset -  Rainbow in the ,,Rainbow in the ,600.00,600.00,410.00,,TW,No,EA,12.00,44.00,20.00,8.00,No,Surly Lowside Frameset: Small Rainbow in the Dark,,,2018-04-28,
FM0082,708752139916,Mountain Frame,Surly,K3821,Lowside Frameset -  Rainbow in the ,,Rainbow in the ,600.00,600.00,410.00,,TW,No,EA,12.00,44.00,20.00,8.00,No,Surly Lowside Frameset: Medium Rainbow in the Dark,,,2018-04-28,
FM0083,708752139909,Mountain Frame,Surly,K3821,Lowside Frameset -  Rainbow in the ,,Black,600.00,600.00,410.00,,TW,No,EA,12.00,44.00,20.00,8.00,No,Surly Lowside Frameset: Large Rainbow in the Dark,,,2018-04-28,
FM0083,708752139909,Mountain Frame,Surly,K3821,Lowside Frameset -  Rainbow in the ,,Rainbow in the ,600.00,600.00,410.00,,TW,No,EA,12.00,44.00,20.00,8.00,No,Surly Lowside Frameset: Large Rainbow in the Dark,,,2018-04-28,
FM0084,708752139893,Mountain Frame,Surly,K3821,Lowside Frameset -  Rainbow in the ,,Black,600.00,600.00,410.00,,TW,No,EA,12.00,44.00,20.00,8.00,No,Surly Lowside Frameset: X-Large Rainbow in the Dark,,,2018-04-28,
FM0084,708752139893,Mountain Frame,Surly,K3821,Lowside Frameset -  Rainbow in the ,,Rainbow in the ,600.00,600.00,410.00,,TW,No,EA,12.00,44.00,20.00,8.00,No,Surly Lowside Frameset: X-Large Rainbow in the Dark,,,2018-04-28,
FM0230,708752156968,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,625.00,625.00,425.00,0,TW,No,EA,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frameset 40cm Hot Mayonnaise,,,,
FM0231,708752156951,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,625.00,625.00,425.00,0,TW,No,EA,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frameset 46cm Hot Mayonnaise,,,,
FM0231A,,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,525.00,525.00,360.00,,TW,No,,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frame 46cm Hot Mayonnaise (Fork Not Included),,,,
FM0232,708752156944,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,625.00,625.00,425.00,0,TW,No,EA,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frameset 50cm Hot Mayonnaise,,,,
FM0232A,,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,525.00,525.00,360.00,,TW,No,,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frame 50cm Hot Mayonnaise (Fork Not Included),,,,
FM0233,708752156937,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,625.00,625.00,425.00,0,TW,No,EA,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frameset 54cm Hot Mayonnaise,,,,
FM0233A,,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,525.00,525.00,360.00,,TW,No,,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frame 54cm Hot Mayonnaise (Fork Not Included),,,,
FM0234,708752156920,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,625.00,625.00,425.00,0,TW,No,EA,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frameset 56cm Hot Mayonnaise,,,,
FM0235,708752155671,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,625.00,625.00,425.00,0,TW,No,EA,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frameset 58cm Hot Mayonnaise,,,,
FM0235A,,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,525.00,525.00,360.00,,TW,No,,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frame 58cm Hot Mayonnaise (Fork Not Included),,,,
FM0236,708752155664,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,625.00,625.00,425.00,0,TW,No,EA,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frameset 60cm Hot Mayonnaise,,,,
FM0237,708752155657,Road Frame,Surly,K4592,Midnight Special Frame - Hot ,,Hot ,625.00,625.00,425.00,0,TW,No,EA,14.00,46.00,8.00,27.00,No,Surly Midnight Special Frameset 64cm Hot Mayonnaise,,,,
FM0242,708752079380,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,13.90,41.25,8.25,20.00,No,Surly Cross Check 42cm Frameset Black ,,,,
FM0246,708752079397,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,12.40,41.50,20.50,7.00,No,Surly Cross Check 46cm Frameset Black ,,,,
FM0250,708752079403,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,13.00,43.00,23.00,8.00,No,Surly Cross Check 50cm Frameset Black ,,,,
FM0252,708752079410,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,12.70,43.00,23.00,8.00,No,Surly Cross Check 52cm Frameset Black ,,,,
FM0254,708752079427,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,13.00,43.25,24.25,7.00,No,Surly Cross Check 54cm Frameset Black ,,,,
FM0256,708752079434,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,13.25,44.00,25.00,7.00,No,Surly Cross Check 56cm Frameset Black ,,,2018-04-28,
FM0258,708752079441,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,13.80,45.00,26.00,8.00,No,Surly Cross Check 58cm Frameset Black ,,,,
FM0260,708752079458,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,15.90,44.50,8.25,25.75,No,Surly Cross Check 60cm Frameset Black ,,,,
FM0262,708752079465,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,14.85,45.25,27.00,7.25,No,Surly Cross Check 62cm Frameset Black ,,,,
FM0264,708752113657,Cyclocross Frame,Surly,22883,Cross Check Black,,Black,480.00,480.00,325.00,,TW,No,EA,15.95,44.75,8.00,27.50,No,Surly Cross Check 64cm Frameset Black,,,,
FM0270,708752163560,Touring Frame,Surly,K4754,ECR 27.5+ Beige Pantsuit,,Beige,725.00,725.00,490.00,,TW,No,EA,15.00,47.00,22.00,7.50,No,Surly ECR 27.5+ Frameset Beige Pantsuit XS,,,,
FM0270,708752163560,Touring Frame,Surly,K4754,ECR 27.5+ Beige Pantsuit,,Beige Pantsuit,725.00,725.00,490.00,,TW,No,EA,15.00,47.00,22.00,7.50,No,Surly ECR 27.5+ Frameset Beige Pantsuit XS,,,,
FM0271,708752163553,Touring Frame,Surly,K4754,ECR 27.5+ Beige Pantsuit,,Beige,725.00,725.00,490.00,,TW,No,EA,16.40,44.50,20.75,8.50,No,Surly ECR 27.5+ Frameset Beige Pantsuit SM,,,,
FM0271,708752163553,Touring Frame,Surly,K4754,ECR 27.5+ Beige Pantsuit,,Beige Pantsuit,725.00,725.00,490.00,,TW,No,EA,16.40,44.50,20.75,8.50,No,Surly ECR 27.5+ Frameset Beige Pantsuit SM,,,,
FM0272,708752163546,Touring Frame,Surly,K4754,ECR 27.5+ Beige Pantsuit,,Beige,725.00,725.00,490.00,,TW,No,EA,15.00,47.00,22.00,7.50,No,Surly ECR 27.5+ Frameset Beige Pantsuit MD,,,,
FM0272,708752163546,Touring Frame,Surly,K4754,ECR 27.5+ Beige Pantsuit,,Beige Pantsuit,725.00,725.00,490.00,,TW,No,EA,15.00,47.00,22.00,7.50,No,Surly ECR 27.5+ Frameset Beige Pantsuit MD,,,,
FM0273,708752163539,Touring Frame,Surly,K6151,ECR 29+ Beige Pantsuit,,Beige,725.00,725.00,490.00,,TW,No,EA,16.70,45.00,22.50,8.50,No,Surly ECR 29+ Frameset MD Beige Pantsuit,,,,
FM0273,708752163539,Touring Frame,Surly,K6151,ECR 29+ Beige Pantsuit,,Beige Pantsuit,725.00,725.00,490.00,,TW,No,EA,16.70,45.00,22.50,8.50,No,Surly ECR 29+ Frameset MD Beige Pantsuit,,,,
FM0274,708752163522,Touring Frame,Surly,K6151,ECR 29+ Beige Pantsuit,,Beige,725.00,725.00,490.00,,TW,No,EA,16.70,45.00,22.50,8.50,No,Surly ECR 29+ Frameset LG Beige Pantsuit,,,,
FM0274,708752163522,Touring Frame,Surly,K6151,ECR 29+ Beige Pantsuit,,Beige Pantsuit,725.00,725.00,490.00,,TW,No,EA,16.70,45.00,22.50,8.50,No,Surly ECR 29+ Frameset LG Beige Pantsuit,,,,
FM0275,708752163515,Touring Frame,Surly,K6151,ECR 29+ Beige Pantsuit,,Beige,725.00,725.00,490.00,,TW,No,EA,15.00,47.00,22.00,7.50,No,Surly ECR 29+ Frameset XL Beige Pantsuit,,,,
FM0275,708752163515,Touring Frame,Surly,K6151,ECR 29+ Beige Pantsuit,,Beige Pantsuit,725.00,725.00,490.00,,TW,No,EA,15.00,47.00,22.00,7.50,No,Surly ECR 29+ Frameset XL Beige Pantsuit,,,,
FM0370,708752244832,Mountain Frame,Surly,K6848,Krampus Frameset Pickled Beet Red,,Pickled Beet ,625.00,625.00,425.00,,TW,No,EA,14.00,46.00,7.00,28.00,No,Surly Krampus Frameset SM Pickled Beet Red,,,,
FM0371,708752244856,Mountain Frame,Surly,K6848,Krampus Frameset Pickled Beet Red,,Pickled Beet ,625.00,625.00,425.00,,TW,No,EA,14.00,46.00,7.00,28.00,No,Surly Krampus Frameset MD Pickled Beet Red,,,,
FM0372,708752244870,Mountain Frame,Surly,K6848,Krampus Frameset Pickled Beet Red,,Pickled Beet ,625.00,625.00,425.00,,TW,No,EA,14.00,46.00,7.00,28.00,No,Surly Krampus Frameset LG Pickled Beet Red,,,,
FM0373,708752244894,Mountain Frame,Surly,K6848,Krampus Frameset Pickled Beet Red,,Pickled Beet ,625.00,625.00,425.00,,TW,No,EA,14.00,46.00,7.00,28.00,No,Surly Krampus Frameset XL Pickled Beet Red,,,,
FM0781,708752139879,Touring Frame,Surly,K4799,Ogre Black,,Black,650.00,650.00,440.00,04-000669_PMT02,TW,No,EA,16.00,45.00,9.00,21.00,No,Surly Ogre Frameset SM Black,,,,
FM0782,708752139862,Touring Frame,Surly,K4799,Ogre Black,,Black,650.00,650.00,440.00,04-000669_PMT02,TW,No,EA,16.10,45.00,21.00,8.75,No,Surly Ogre Frameset MD Black,,,2018-04-27,
FM0783,708752139855,Touring Frame,Surly,K4799,Ogre Black,,Black,650.00,650.00,440.00,04-000669_PMT02,TW,No,EA,16.20,45.00,21.00,8.75,No,Surly Ogre Frameset LG Black,,,,
FM0784,708752139848,Touring Frame,Surly,K4799,Ogre Black,,Black,650.00,650.00,440.00,04-000669_PMT02,TW,No,EA,16.50,45.00,9.00,23.25,No,Surly Ogre Frameset XL Black,,,2018-04-28,
FM0791,708752139824,Touring Frame,Surly,33859,Ogre Rover Brown,,Rover Brown,650.00,650.00,440.00,04-000669_PMT01,TW,No,EA,14.60,44.00,17.50,8.75,No,Surly Ogre Frameset SM Rover Brown,,,,
FM0792,708752139817,Touring Frame,Surly,33859,Ogre Rover Brown,,Rover Brown,650.00,650.00,440.00,04-000669_PMT01,TW,No,EA,16.30,44.25,20.00,8.00,No,Surly Ogre Frameset MD Rover Brown,,,,
FM0793,708752139800,Touring Frame,Surly,33859,Ogre Rover Brown,,Rover Brown,650.00,650.00,440.00,04-000669_PMT01,TW,No,EA,16.20,45.00,21.00,9.00,No,Surly Ogre Frameset LG Rover Brown,,,2018-04-28,
FM0794,708752139794,Touring Frame,Surly,33859,Ogre Rover Brown,,Rover Brown,650.00,650.00,440.00,04-000669_PMT01,TW,No,EA,14.00,45.00,22.00,7.00,No,Surly Ogre Frameset XL Rover Brown,,,,
FM0805,708752138223,Mountain Frame,Surly,K3800,Karate Monkey Stand Back Purple,,Stand Back ,625.00,625.00,425.00,,TW,No,EA,14.55,45.00,16.50,9.00,No,Surly Karate Monkey Frameset XS Stand Back Purple,,,,
FM0806,708752138216,Mountain Frame,Surly,K3800,Karate Monkey Stand Back Purple,,Stand Back ,625.00,625.00,425.00,,TW,No,EA,14.80,45.00,16.50,9.00,No,Surly Karate Monkey Frameset SM Stand Back Purple,,,,
FM0807,708752138209,Mountain Frame,Surly,K3800,Karate Monkey Stand Back Purple,,Stand Back ,625.00,625.00,425.00,,TW,No,EA,15.55,45.25,8.50,17.25,No,Surly Karate Monkey Frameset MD Stand Back Purple,,,,
FM0808,708752138193,Mountain Frame,Surly,K3800,Karate Monkey Stand Back Purple,,Stand Back ,625.00,625.00,425.00,,TW,No,EA,17.00,48.00,21.00,8.00,No,Surly Karate Monkey Frameset LG Stand Back Purple,,,,
FM0809,708752138186,Mountain Frame,Surly,K3800,Karate Monkey Stand Back Purple,,Stand Back ,625.00,625.00,425.00,,TW,No,EA,17.10,48.00,21.00,8.00,No,Surly Karate Monkey Frameset XL Stand Back Purple,,,,
FM0842,708752086913,Cyclocross Frame,Surly,12554,Travelers Check,,Dark Milk,1099.00,1099.00,700.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Travelers Check 42cm Dark Milk,,,,
FM0850,708752086937,Cyclocross Frame,Surly,12554,Travelers Check,,Dark Milk,1099.00,1099.00,700.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Travelers Check 50cm Dark Milk,,,,
FM0852,708752086944,Cyclocross Frame,Surly,12554,Travelers Check,,Dark Milk,1099.00,1099.00,700.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Travelers Check 52cm Dark Milk,,,2018-05-01,
FM0854,708752086951,Cyclocross Frame,Surly,12554,Travelers Check,,Dark Milk,1099.00,1099.00,700.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Travelers Check 54cm Dark Milk,,,,
FM0856,708752086968,Cyclocross Frame,Surly,12554,Travelers Check,,Dark Milk,1099.00,1099.00,700.00,,TW,No,EA,16.00,50.00,30.00,8.00,No,Surly Travelers Check 56cm Dark Milk,,,,
FM0858,708752086975,Cyclocross Frame,Surly,12554,Travelers Check,,Dark Milk,1099.00,1099.00,700.00,,TW,No,EA,16.00,50.00,30.00,8.00,No,Surly Travelers Check 58cm Dark Milk,,,,
FM0860,708752086982,Cyclocross Frame,Surly,12554,Travelers Check,,Dark Milk,1099.00,1099.00,700.00,,TW,No,EA,16.00,50.00,30.00,8.00,No,Surly Travelers Check 60cm Dark Milk,,,,
FM0952,708752098541,Cyclocross Frame,Surly,32997,Straggler 700c Black,,Black,575.00,575.00,390.00,STRAGGLER 700 ,TW,No,EA,14.00,46.00,27.00,8.00,No,Surly Straggler 700c Frameset 52cm Gloss Black,,,,
FM0954,708752098558,Cyclocross Frame,Surly,32997,Straggler 700c Black,,Black,575.00,575.00,390.00,STRAGGLER 700 ,TW,No,EA,14.00,46.00,27.00,8.00,No,Surly Straggler 700c Frameset 54cm Gloss Black,,,,
FM0956,708752098565,Cyclocross Frame,Surly,32997,Straggler 700c Black,,Black,575.00,575.00,390.00,STRAGGLER 700 ,TW,No,EA,14.00,46.00,27.00,8.00,No,Surly Straggler 700c Frameset 56cm Gloss Black,,,,
FM0958,708752098572,Cyclocross Frame,Surly,32997,Straggler 700c Black,,Black,575.00,575.00,390.00,STRAGGLER 700 ,TW,No,EA,14.00,46.00,27.00,8.00,No,Surly Straggler 700c Frameset 58cm Gloss Black,,,2018-04-28,
FM0960,708752098589,Cyclocross Frame,Surly,32997,Straggler 700c Black,,Black,575.00,575.00,390.00,STRAGGLER 700 ,TW,No,EA,14.00,46.00,27.00,8.00,No,Surly Straggler 700c Frameset 60cm Gloss Black,,,,
FM0962,708752098596,Cyclocross Frame,Surly,32997,Straggler 700c Black,,Black,575.00,575.00,390.00,STRAGGLER 700 ,TW,No,EA,14.00,46.00,27.00,8.00,No,Surly Straggler 700c Frameset 62cm Gloss Black,,,,
FM1250,708752107755,Cyclocross Frame,Surly,K6481,Cross Check Cuba Libre,,Cuba Libre,480.00,480.00,325.00,CROSS CHECK 50CM FMSET ,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Cross Check 50cm Frameset Cuba Libre,,,,
FM1250,708752107755,Cyclocross Frame,Surly,K6481,Cross Check Cuba Libre,,Deep Auburn,480.00,480.00,325.00,CROSS CHECK 50CM FMSET ,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Cross Check 50cm Frameset Cuba Libre,,,,
FM1415,708752139787,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Black/White,599.00,599.00,407.50,,TW,No,EA,15.55,46.00,19.25,8.25,No,Surly Pugsley Frameset XS Candied Yam Orange,,,,
FM1415,708752139787,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Candied Yam ,599.00,599.00,407.50,,TW,No,EA,15.55,46.00,19.25,8.25,No,Surly Pugsley Frameset XS Candied Yam Orange,,,,
FM1416,708752139770,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Black/White,599.00,599.00,407.50,,TW,No,EA,15.80,45.75,19.25,8.25,No,Surly Pugsley Frameset SM Candied Yam Orange,,,,
FM1416,708752139770,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Candied Yam ,599.00,599.00,407.50,,TW,No,EA,15.80,45.75,19.25,8.25,No,Surly Pugsley Frameset SM Candied Yam Orange,,,,
FM1417,708752139763,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Black/White,599.00,599.00,407.50,,TW,No,EA,16.10,45.75,19.00,8.25,No,Surly Pugsley Frameset MD Candied Yam Orange,,,,
FM1417,708752139763,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Candied Yam ,599.00,599.00,407.50,,TW,No,EA,16.10,45.75,19.00,8.25,No,Surly Pugsley Frameset MD Candied Yam Orange,,,,
FM1418,708752139756,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Black/White,599.00,599.00,407.50,,TW,No,EA,16.75,47.25,21.75,8.25,No,Surly Pugsley Frameset LG Candied Yam Orange,,,,
FM1418,708752139756,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Candied Yam ,599.00,599.00,407.50,,TW,No,EA,16.75,47.25,21.75,8.25,No,Surly Pugsley Frameset LG Candied Yam Orange,,,,
FM1419,708752139749,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Black/White,599.00,599.00,407.50,,TW,No,EA,17.25,47.25,22.00,8.25,No,Surly Pugsley Frameset XL Candied Yam Orange,,,,
FM1419,708752139749,Fat Bike Frame,Surly,K3822,Pugsley Frame - Candied Yam Orange,,Candied Yam ,599.00,599.00,407.50,,TW,No,EA,17.25,47.25,22.00,8.25,No,Surly Pugsley Frameset XL Candied Yam Orange,,,,
FM1490,708752155640,Touring Frame,Surly,K4594,Pack Rat Frame - Get In Green,,Get in Green,499.00,499.00,340.00,,TW,No,EA,13.25,41.00,18.50,8.00,No,Surly Pack Rat 26 Frameset 38cm Get In Green,,,2018-04-26,
FM1491,708752155633,Touring Frame,Surly,K4594,Pack Rat Frame - Get In Green,,Get in Green,499.00,499.00,340.00,,TW,No,EA,13.35,41.00,18.50,8.00,No,Surly Pack Rat 26 Frameset 42cm Get In Green,,,2018-04-26,
FM1492,708752155626,Touring Frame,Surly,K4594,Pack Rat Frame - Get In Green,,Get in Green,499.00,499.00,340.00,,TW,No,EA,14.10,41.00,22.50,8.00,No,Surly Pack Rat 26 Frameset 46cm Get In Green,,,2018-04-26,
FM1493,708752155619,Touring Frame,Surly,K4594,Pack Rat Frame - Get In Green,,Get in Green,499.00,499.00,340.00,,TW,No,EA,14.25,41.00,22.50,8.00,No,Surly Pack Rat 26 Frameset 50cm Get In Green,,,2018-04-26,
FM1494,708752155602,Touring Frame,Surly,K4594,Pack Rat Frame - Get In Green,,Get in Green,499.00,499.00,340.00,,TW,No,EA,15.10,44.00,8.00,25.00,No,Surly Pack Rat 650b Frameset 52cm Get In Green,,,2018-04-26,
FM1495,708752155596,Touring Frame,Surly,K4594,Pack Rat Frame - Get In Green,,Get in Green,499.00,499.00,340.00,,TW,No,EA,15.25,43.00,8.00,24.00,No,Surly Pack Rat 650b Frameset 54cm Get In Green,,,2018-04-26,
FM1496,708752155589,Touring Frame,Surly,K4594,Pack Rat Frame - Get In Green,,Get in Green,499.00,499.00,340.00,,TW,No,EA,15.20,43.00,9.00,24.00,No,Surly Pack Rat 650b Frameset 56cm Get In Green,,,2018-04-26,
FM1497,708752155572,Touring Frame,Surly,K4594,Pack Rat Frame - Get In Green,,Get in Green,499.00,499.00,340.00,,TW,No,EA,15.30,43.00,8.00,24.00,No,Surly Pack Rat 650b Frameset 58cm Get In Green,,,2018-04-26,
FM1500,708752094420,Mountain Frame,Surly,33044,Instigator 2.0,,Trans Am Gold,599.00,0.00,390.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Instigator 2.0 MDS Frame Only XS Trans Am Gold with 2 Black 26 Rabbit ,,,,
FM1501,708752094437,Mountain Frame,Surly,33044,Instigator 2.0,,Trans Am Gold,599.00,0.00,390.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Instigator 2.0 MDS Frame Only SM Trans Am Gold with 2 Black 26 Rabbit ,,,2018-05-01,
FM1502,708752094444,Mountain Frame,Surly,33044,Instigator 2.0,,Trans Am Gold,599.00,0.00,390.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Instigator 2.0 MDS Frame Only MD Trans Am Gold with 2 Black 26 Rabbit ,,,,
FM1521,708752110106,Mountain Frame,Surly,K5164,Krampus Frameset - Dark Black,,Dark Black,625.00,625.00,425.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Krampus Frameset Dark Black SM,,,,
FM1522,708752110113,Mountain Frame,Surly,K5164,Krampus Frameset - Dark Black,,Dark Black,625.00,625.00,425.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Krampus Frameset Dark Black MD,,,,
FM1523,708752110120,Mountain Frame,Surly,K5164,Krampus Frameset - Dark Black,,Dark Black,625.00,625.00,425.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Krampus Frameset Dark Black LG,,,,
FM1524,708752110137,Mountain Frame,Surly,K5164,Krampus Frameset - Dark Black,,Dark Black,625.00,625.00,425.00,,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Krampus Frameset Dark Black XL,,,,
FM1600,708752110434,Fat Bike Frame,Surly,K1182,Ice Cream Truck MDS,,Black,825.00,825.00,537.50,,TW,No,EA,13.50,46.00,20.00,8.00,No,Surly Ice Cream Truck MDS Frameset XS Black,,,,
FM1601,708752110441,Fat Bike Frame,Surly,K1182,Ice Cream Truck MDS,,Black,825.00,825.00,560.00,,TW,No,EA,16.40,47.00,18.50,9.75,No,Surly Ice Cream Truck MDS Frameset SM Black,,,,
FM1602,708752110458,Fat Bike Frame,Surly,K1182,Ice Cream Truck MDS,,Black,825.00,825.00,560.00,,TW,No,EA,16.80,48.00,19.00,9.75,No,Surly Ice Cream Truck MDS Frameset MD Black,,,,
FM1603,708752110465,Fat Bike Frame,Surly,K1182,Ice Cream Truck MDS,,Black,825.00,825.00,560.00,,TW,No,EA,13.50,46.00,20.00,8.00,No,Surly Ice Cream Truck MDS Frameset LG Black,,,,
FM1604,708752110472,Fat Bike Frame,Surly,K1182,Ice Cream Truck MDS,,Black,825.00,825.00,560.00,,TW,No,EA,13.50,46.00,20.00,8.00,No,Surly Ice Cream Truck MDS Frameset XL Black,,,,
FM1610,708752110496,Fat Bike Frame,Surly,K1182,Ice Cream Truck MDS,,Jack Frost Blue,825.00,825.00,537.50,,TW,No,EA,13.50,46.00,20.00,8.00,No,Surly Ice Cream Truck MDS Frameset XS Jack Frost Blue,,,,
FM1611,708752110502,Fat Bike Frame,Surly,K1182,Ice Cream Truck MDS,,Jack Frost Blue,825.00,825.00,537.50,,TW,No,EA,13.50,46.00,20.00,8.00,No,Surly Ice Cream Truck MDS Frameset SM Jack Frost Blue,,,,
FM1612,708752110519,Fat Bike Frame,Surly,K1182,Ice Cream Truck MDS,,Jack Frost Blue,825.00,825.00,537.50,,TW,No,EA,13.50,46.00,20.00,8.00,No,Surly Ice Cream Truck MDS Frameset MD Jack Frost Blue,,,2018-05-02,
FM1621,708752139725,Fat Bike Frame,Surly,K3824,Ice Cream Truck MDS Banana Candy ,,Banana Candy ,825.00,825.00,560.00,,TW,No,EA,16.50,47.50,18.25,9.75,No,Surly Ice Cream Truck MDS Frameset: Banana Candy Yellow SM,,,,
FM1622,708752139718,Fat Bike Frame,Surly,K3824,Ice Cream Truck MDS Banana Candy ,,Banana Candy ,825.00,825.00,560.00,,TW,No,EA,17.10,47.75,19.00,9.75,No,Surly Ice Cream Truck MDS Frameset: Banana Candy Yellow.MD,,,,
FM1623,708752139701,Fat Bike Frame,Surly,K3824,Ice Cream Truck MDS Banana Candy ,,Banana Candy ,825.00,825.00,560.00,,TW,No,EA,17.15,48.25,20.75,9.50,No,Surly Ice Cream Truck MDS Frameset: Banana Candy Yellow LG,,,,
FM1624,708752139695,Fat Bike Frame,Surly,K3824,Ice Cream Truck MDS Banana Candy ,,Banana Candy ,825.00,825.00,560.00,,TW,No,EA,17.70,49.50,22.75,9.50,No,Surly Ice Cream Truck MDS Frameset: Banana Candy Yellow .XL,,,,
FM1625,708752139688,Fat Bike Frame,Surly,K3824,Ice Cream Truck MDS Banana Candy ,,Banana Candy ,825.00,825.00,560.00,,TW,No,EA,13.50,46.00,20.00,8.00,No,Surly Ice Cream Truck MDS Frameset: Banana Candy Yellow XXL,,,,
FM1838,708752120730,Cyclocross Frame,Surly,K1958,Straggler 650b Black,,Black,575.00,575.00,390.00,04-000509_PMT02_B,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Straggler 650b Frameset 38cm Gloss Black,,,,
FM1842,708752120716,Cyclocross Frame,Surly,K1958,Straggler 650b Black,,Black,575.00,575.00,390.00,04-000509_PMT02_B,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Straggler 650b Frameset 42cm Gloss Black,,,,
FM1846,708752120693,Cyclocross Frame,Surly,K1958,Straggler 650b Black,,Black,575.00,575.00,390.00,04-000509_PMT02_B,TW,No,EA,14.00,46.00,7.00,28.00,No,Surly Straggler 650b Frameset 46cm Gloss Black,,,,
FM1850,708752120679,Cyclocross Frame,Surly,K1958,Straggler 650b Black,,Black,575.00,575.00,390.00,04-000509_PMT02_B,TW,No,EA,14.00,46.00,28.00,7.00,No,Surly Straggler 650b Frameset 50cm Gloss Black,,,,
FM1852,708752120662,Cyclocross Frame,Surly,K1958,Straggler 650b Black,,Black,575.00,575.00,390.00,,TW,No,EA,14.00,46.00,7.00,28.00,No,Surly Straggler 650b Frameset 52cm Gloss Black,,,,
